         1	+0.0000000	+7.3876953	+1.9042969
         2	-0.0048828	+7.3925781	+1.8994141
         3	-0.0097656	+7.3974609	+1.8994141
         4	-0.0048828	+7.3925781	+1.9091797
         5	-0.0048828	+7.3974609	+1.9091797
         6	-0.0048828	+7.3925781	+1.9042969
         7	-0.0048828	+7.3876953	+1.9042969
         8	-0.0048828	+7.3828125	+1.9091797
         9	+0.0000000	+7.3876953	+1.9042969
        10	+0.0000000	+7.3876953	+1.9042969
        11	+0.0000000	+7.3876953	+1.9042969
        12	-0.0048828	+7.3828125	+1.9091797
        13	-0.0048828	+7.3925781	+1.9042969
        14	-0.0048828	+7.3876953	+1.8994141
        15	-0.0048828	+7.3876953	+1.9042969
        16	-0.0048828	+7.3876953	+1.9091797
        17	-0.0048828	+7.3925781	+1.9042969
        18	-0.0048828	+7.3876953	+1.9091797
        19	+0.0000000	+7.3925781	+1.9091797
        20	-0.0048828	+7.3974609	+1.9091797
        21	-0.0048828	+7.3876953	+1.9042969
        22	-0.0048828	+7.3828125	+1.9042969
        23	-0.0048828	+7.3876953	+1.8994141
        24	+0.0000000	+7.3876953	+1.9091797
        25	+0.0000000	+7.3876953	+1.9042969
        26	+0.0000000	+7.3925781	+1.9140625
        27	+0.0000000	+7.3925781	+1.8994141
        28	+0.0000000	+7.3925781	+1.8994141
        29	-0.0048828	+7.3925781	+1.9042969
        30	-0.0048828	+7.3925781	+1.9140625
        31	-0.0097656	+7.3974609	+1.9091797
        32	-0.0048828	+7.3876953	+1.8994141
        33	-0.0048828	+7.3876953	+1.9042969
        34	-0.0048828	+7.3876953	+1.9091797
        35	-0.0048828	+7.3925781	+1.9091797
        36	+0.0000000	+7.3876953	+1.8994141
        37	+0.0000000	+7.3876953	+1.9042969
        38	+0.0000000	+7.3828125	+1.9042969
        39	-0.0048828	+7.3828125	+1.9042969
        40	-0.0048828	+7.3876953	+1.8945313
        41	+0.0000000	+7.3828125	+1.9042969
        42	+0.0000000	+7.3876953	+1.8994141
        43	+0.0000000	+7.3876953	+1.9042969
        44	-0.0048828	+7.3925781	+1.8945313
        45	-0.0048828	+7.3974609	+1.9091797
        46	-0.0048828	+7.3925781	+1.9091797
        47	-0.0048828	+7.3925781	+1.9042969
        48	-0.0048828	+7.3876953	+1.8896484
        49	-0.0048828	+7.3925781	+1.9091797
        50	-0.0048828	+7.3925781	+1.8994141
        51	+0.0000000	+7.3876953	+1.8994141
        52	+0.0000000	+7.3876953	+1.8945313
        53	+0.0000000	+7.3876953	+1.9042969
        54	-0.0048828	+7.3876953	+1.9042969
        55	-0.0048828	+7.3925781	+1.9091797
        56	-0.0097656	+7.3974609	+1.8945313
        57	+0.0000000	+7.3925781	+1.9042969
        58	-0.0048828	+7.3974609	+1.9091797
        59	-0.0048828	+7.3925781	+1.9042969
        60	-0.0048828	+7.3925781	+1.8945313
        61	-0.0048828	+7.3925781	+1.9042969
        62	-0.0048828	+7.3925781	+1.9091797
        63	+0.0000000	+7.3828125	+1.9042969
        64	-0.0048828	+7.3828125	+1.8994141
        65	+0.0000000	+7.3779297	+1.8994141
        66	-0.0048828	+7.3779297	+1.9091797
